Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2014-08-01,Ultra Street Fighter IV,,27,12,216,Fighting Game
2014-08-01,StarCraft: Brood War,,8,3,4,Strategy
2014-08-01,S.K.I.L.L. - Special Force 2,,10,1,200,First-Person Shooter
2014-08-01,CrossFire,,33,6,122,First-Person Shooter
2014-08-01,Super Smash Bros. Brawl,,24,6,113,Fighting Game
2014-08-01,Counter-Strike,,5,1,16,First-Person Shooter
2014-08-01,Quake Live,,18,6,116,First-Person Shooter
2014-08-01,Super Smash Bros.,830.0,12,2,92,Fighting Game
2014-08-01,WarCraft III,485.0,3,1,24,Strategy
2014-08-01,Age of Mythology,450.0,4,2,31,Strategy
2014-08-01,TrackMania 2: Stadium,280.0,2,1,193,Racing
2014-08-01,Tekken Tag Tournament 2,210.0,12,3,174,Fighting Game
2014-08-01,Under Night In-Birth EXE: Late,195.0,6,2,220,Fighting Game
2014-08-01,Injustice: Gods Among Us,55.0,3,1,194,Fighting Game
2014-08-01,Ultimate Marvel vs. Capcom 3,0.0,8,1,170,Fighting Game
2014-09-01,Dota 2,,160,13,166,Multiplayer Online Battle Arena
2014-09-01,League of Legends,,242,33,145,Multiplayer Online Battle Arena
2014-09-01,StarCraft II,,128,53,136,Strategy
2014-09-01,Hearthstone,,83,19,205,Collectible Card Game
2014-09-01,World of WarCraft,,9,1,82,Role-Playing Game
2014-09-01,Point Blank,,66,2,155,First-Person Shooter
2014-09-01,Counter-Strike: Global Offensive,,184,20,181,First-Person Shooter
2014-09-01,Heroes of Newerth,,71,9,138,Multiplayer Online Battle Arena
2014-09-01,WarCraft III,,21,4,24,Strategy
2014-09-01,SMITE,,20,1,199,Multiplayer Online Battle Arena
2014-09-01,FIFA Online 3,,6,2,213,Sports
2014-09-01,CrossFire,,50,5,122,First-Person Shooter
2014-09-01,StarCraft: Brood War,,8,2,4,Strategy
2014-09-01,S.K.I.L.L. - Special Force 2,,0,1,200,First-Person Shooter
2014-09-01,Super Smash Bros. Melee,,65,25,21,Fighting Game
2014-09-01,Ultra Street Fighter IV,,19,10,216,Fighting Game
2014-09-01,Age of Mythology,,11,1,31,Strategy
2014-09-01,Project M,,21,6,164,Fighting Game
2014-09-01,Call of Duty: Ghosts,,0,2,206,First-Person Shooter
2014-09-01,Age of Empires II,,11,3,8,Strategy
2014-09-01,Quake Live,,12,4,116,First-Person Shooter
2014-09-01,Battlefield 4,,15,5,207,First-Person Shooter
2014-09-01,Chess.com,,2,1,172,Strategy
2014-09-01,Age of Empires,904.0,8,2,5,Strategy
2014-09-01,FIFA 14,387.0,3,4,202,Sports
2014-09-01,Tekken Tag Tournament 2,305.0,3,4,174,Fighting Game
2014-09-01,Injustice: Gods Among Us,235.0,7,4,194,Fighting Game
2014-09-01,FIFA 15,129.0,1,1,221,Sports
2014-09-01,Under Night In-Birth EXE: Late,105.0,4,2,220,Fighting Game
2014-10-01,League of Legends,,232,30,145,Multiplayer Online Battle Arena
2014-10-01,Dota 2,,201,14,166,Multiplayer Online Battle Arena
2014-10-01,StarCraft II,,173,75,136,Strategy
2014-10-01,World of Tanks,,54,2,171,Strategy
2014-10-01,Hearthstone,,63,18,205,Collectible Card Game
2014-10-01,Counter-Strike: Global Offensive,,517,42,181,First-Person Shooter
2014-10-01,CrossFire,,46,6,122,First-Person Shooter
2014-10-01,Call of Duty: Ghosts,,32,4,206,First-Person Shooter
2014-10-01,WarCraft III,,10,3,24,Strategy
2014-10-01,World of WarCraft,,9,1,82,Role-Playing Game
2014-10-01,Heroes of Newerth,,63,9,138,Multiplayer Online Battle Arena
2014-10-01,iRacing.com,,8,2,148,Racing
2014-10-01,Super Smash Bros. Melee,,70,27,21,Fighting Game
2014-10-01,Team Fortress 2,,42,3,103,First-Person Shooter
2014-10-01,Project M,,26,7,164,Fighting Game
2014-10-01,Ultra Street Fighter IV,,18,14,216,Fighting Game
2014-10-01,rFactor 2,,30,1,222,Racing
2014-10-01,Battlefield 4,,15,6,207,First-Person Shooter
2014-10-01,Chess.com,,8,2,172,Strategy
2014-10-01,Tetris,,4,1,144,Puzzle Game
2014-10-01,FIFA 15,,10,17,221,Sports
2014-10-01,Age of Empires II,,2,1,8,Strategy
2014-10-01,Quake Live,685.0,6,6,116,First-Person Shooter
2014-10-01,TrackMania 2: Canyon,665.0,3,1,161,Racing
2014-10-01,Age of Mythology,500.0,3,1,31,Strategy
2014-10-01,TrackMania 2: Stadium,317.0,2,1,193,Racing
2014-10-01,Xonotic,316.0,20,1,223,First-Person Shooter
2014-10-01,Tekken Tag Tournament 2,305.0,16,6,174,Fighting Game
2014-10-01,Super Smash Bros. for Wii U,160.0,6,1,224,Fighting Game
2014-10-01,Super Smash Bros. Brawl,100.0,6,2,113,Fighting Game
2014-10-01,Street Fighter X Tekken,70.0,3,1,178,Fighting Game
2014-10-01,Injustice: Gods Among Us,40.0,12,3,194,Fighting Game
2014-10-01,Under Night In-Birth EXE: Late,20.0,11,2,220,Fighting Game
2014-10-01,BlazBlue: Chronophantasma,0.0,8,1,210,Fighting Game
2014-10-01,Dead or Alive 5 Ultimate,0.0,8,1,203,Fighting Game
2014-10-01,Guilty Gear XX Accent Core Plus R,0.0,8,1,211,Fighting Game
2014-10-01,Killer Instinct (2013),0.0,8,1,208,Fighting Game
2014-10-01,King of Fighters XIII,0.0,8,1,176,Fighting Game
2014-10-01,Mortal Kombat 9,0.0,8,1,156,Fighting Game
2014-10-01,Persona 4 Arena Ultimax,0.0,8,1,225,Fighting Game
2014-10-01,Soul Calibur V,0.0,8,1,175,Fighting Game
2014-10-01,Ultimate Marvel vs. Capcom 3,0.0,8,1,170,Fighting Game
2014-11-01,StarCraft II,,128,72,136,Strategy
2014-11-01,Counter-Strike: Global Offensive,,266,29,181,First-Person Shooter
2014-11-01,Dota 2,,163,9,166,Multiplayer Online Battle Arena
2014-11-01,League of Legends,,323,36,145,Multiplayer Online Battle Arena
2014-11-01,Hearthstone,,47,17,205,Collectible Card Game
2014-11-01,World of WarCraft,,24,1,82,Role-Playing Game
2014-11-01,SMITE,,60,3,199,Multiplayer Online Battle Arena
2014-11-01,Call of Duty: Advanced Warfare,,96,21,226,First-Person Shooter
2014-11-01,KartRider,,24,1,139,Racing
2014-11-01,Heroes of Newerth,,114,20,138,Multiplayer Online Battle Arena
2014-11-01,Halo 2 Anniversary,,44,3,219,First-Person Shooter
2014-11-01,Counter-Strike Online,,5,1,182,First-Person Shooter
2014-11-01,Battlefield 4,,20,6,207,First-Person Shooter
2014-11-01,Call of Duty: Ghosts,,12,1,206,First-Person Shooter
2014-11-01,S.K.I.L.L. - Special Force 2,,0,1,200,First-Person Shooter
2014-11-01,Super Smash Bros. Melee,,93,33,21,Fighting Game
2014-11-01,Ultra Street Fighter IV,,19,8,216,Fighting Game
2014-11-01,Tekken Tag Tournament 2,,9,3,174,Fighting Game
2014-11-01,ShootMania Storm,,9,1,190,First-Person Shooter
2014-11-01,FIFA 15,,22,22,221,Sports
2014-11-01,Point Blank,,17,1,155,First-Person Shooter
2014-11-01,TrackMania 2: Stadium,,11,5,193,Racing
2014-11-01,Guild Wars 2,,38,10,227,Role-Playing Game
2014-11-01,Project M,,48,11,164,Fighting Game
2014-11-01,Super Smash Bros. for Wii U,,29,8,224,Fighting Game
2014-11-01,StarCraft: Brood War,,1,1,4,Strategy
2014-11-01,Attack on Titan Tribute Game,,3,1,212,Fighting Game
2014-11-01,CrossFire,,33,6,122,First-Person Shooter
2014-11-01,Chess.com,,9,2,172,Strategy
2014-11-01,Age of Empires,,6,1,5,Strategy
2014-11-01,Heroes of the Storm,,5,4,228,Multiplayer Online Battle Arena
2014-11-01,Team Fortress 2,,18,1,103,First-Person Shooter
2014-11-01,WarCraft III,,21,2,24,Strategy
2014-11-01,Quake Live,988.0,12,5,116,First-Person Shooter
2014-11-01,Super Smash Bros. Brawl,40.0,4,1,113,Fighting Game
2014-11-01,Just Dance 2014,0.0,3,1,229,Music / Rhythm Game
2014-12-01,Dota 2,,302,28,166,Multiplayer Online Battle Arena
2014-12-01,League of Legends,,427,36,145,Multiplayer Online Battle Arena
2014-12-01,StarCraft II,,131,53,136,Strategy
2014-12-01,Counter-Strike: Global Offensive,,298,32,181,First-Person Shooter
2014-12-01,CrossFire,,42,6,122,First-Person Shooter
2014-12-01,Hearthstone,,88,19,205,Collectible Card Game
2014-12-01,Heroes of Newerth,,77,9,138,Multiplayer Online Battle Arena
2014-12-01,Ultra Street Fighter IV,,20,6,216,Fighting Game
2014-12-01,Guild Wars 2,,36,9,227,Role-Playing Game
2014-12-01,Call of Duty: Advanced Warfare,,84,19,226,First-Person Shooter
2014-12-01,Attack on Titan Tribute Game,,8,1,212,Fighting Game
2014-12-01,Counter-Strike Online,,15,1,182,First-Person Shooter
2014-12-01,WarCraft III,,12,5,24,Strategy
2014-12-01,Point Blank,,24,2,155,First-Person Shooter
2014-12-01,Defense of the Ancients,,0,1,64,Multiplayer Online Battle Arena
2014-12-01,Halo 2 Anniversary,,16,2,219,First-Person Shooter
2014-12-01,Team Fortress 2,,24,1,103,First-Person Shooter
2014-12-01,Heroes of the Storm,,42,15,228,Multiplayer Online Battle Arena
2014-12-01,Super Smash Bros. Melee,,74,22,21,Fighting Game
2014-12-01,Call of Duty: Ghosts,,32,1,206,First-Person Shooter
2014-12-01,Super Smash Bros. for Wii U,,38,8,224,Fighting Game
2014-12-01,Project M,,33,7,164,Fighting Game
2014-12-01,FIFA 15,,20,15,221,Sports
2014-12-01,World of Tanks,,21,1,171,Strategy
2014-12-01,Quake Live,,24,5,116,First-Person Shooter
2014-12-01,Age of Empires,,12,1,5,Strategy
2014-12-01,Battlefield 4,,20,5,207,First-Person Shooter
2014-12-01,Ultimate Marvel vs. Capcom 3,,8,3,170,Fighting Game
2014-12-01,Chess.com,,5,1,172,Strategy
2014-12-01,StarCraft: Brood War,690.0,12,3,4,Strategy
2014-12-01,Age of Mythology,279.0,2,1,31,Strategy
2014-12-01,TrackMania 2: Stadium,25.0,1,1,193,Racing
2015-01-01,SMITE,,40,1,199,Multiplayer Online Battle Arena
2015-01-01,Dota 2,,200,15,166,Multiplayer Online Battle Arena
2015-01-01,League of Legends,,215,20,145,Multiplayer Online Battle Arena
2015-01-01,StarCraft II,,152,45,136,Strategy
2015-01-01,Counter-Strike: Global Offensive,,179,19,181,First-Person Shooter
2015-01-01,World of Tanks,,14,2,171,Strategy
2015-01-01,Call of Duty: Advanced Warfare,,83,22,226,First-Person Shooter
2015-01-01,Hearthstone,,19,5,205,Collectible Card Game
2015-01-01,Heroes of Newerth,,41,6,138,Multiplayer Online Battle Arena
2015-01-01,Super Smash Bros. Melee,,82,26,21,Fighting Game
2015-01-01,Halo 2 Anniversary,,32,3,219,First-Person Shooter
2015-01-01,Heroes of the Storm,,56,14,228,Multiplayer Online Battle Arena
2015-01-01,Super Smash Bros. for Wii U,,67,16,224,Fighting Game
2015-01-01,Project M,,39,9,164,Fighting Game
2015-01-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-01-01,Guild Wars 2,,10,8,227,Role-Playing Game
2015-01-01,Chess.com,,16,3,172,Strategy
2015-01-01,Ultra Street Fighter IV,,11,5,216,Fighting Game
2015-01-01,Point Blank,,44,1,155,First-Person Shooter
2015-01-01,CrossFire,,31,4,122,First-Person Shooter
2015-01-01,FIFA 15,,13,15,221,Sports
2015-01-01,Battlefield 4,,17,5,207,First-Person Shooter
2015-01-01,Quake Live,967.0,15,5,116,First-Person Shooter
2015-01-01,Super Smash Bros. Brawl,590.0,6,1,113,Fighting Game
2015-01-01,S.K.I.L.L. - Special Force 2,569.0,20,2,200,First-Person Shooter
2015-01-01,TrackMania 2: Stadium,349.0,2,2,193,Racing
2015-01-01,Super Smash Bros.,180.0,3,1,92,Fighting Game
2015-01-01,Ultimate Marvel vs. Capcom 3,40.0,3,1,170,Fighting Game
2015-02-01,Dota 2,,142,8,166,Multiplayer Online Battle Arena
2015-02-01,Call of Duty: Advanced Warfare,,160,30,226,First-Person Shooter
2015-02-01,Counter-Strike: Global Offensive,,256,30,181,First-Person Shooter
2015-02-01,League of Legends,,151,20,145,Multiplayer Online Battle Arena
2015-02-01,StarCraft II,,115,49,136,Strategy
2015-02-01,StarCraft: Brood War,,51,3,4,Strategy
2015-02-01,Hearthstone,,63,17,205,Collectible Card Game
2015-02-01,Super Smash Bros. Melee,,107,34,21,Fighting Game
2015-02-01,Heroes of Newerth,,67,5,138,Multiplayer Online Battle Arena
2015-02-01,Super Smash Bros. for Wii U,,69,19,224,Fighting Game
2015-02-01,Halo 2 Anniversary,,16,2,219,First-Person Shooter
2015-02-01,Heroes of the Storm,,77,18,228,Multiplayer Online Battle Arena
2015-02-01,Ultra Street Fighter IV,,20,8,216,Fighting Game
2015-02-01,Point Blank,,5,1,155,First-Person Shooter
2015-02-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-02-01,Guild Wars 2,,10,8,227,Role-Playing Game
2015-02-01,Project M,,12,2,164,Fighting Game
2015-02-01,Guilty Gear Xrd -SIGN-,,11,3,230,Fighting Game
2015-02-01,Age of Empires,,12,3,5,Strategy
2015-02-01,Age of Empires II,,8,1,8,Strategy
2015-02-01,Super Smash Bros.,,18,3,92,Fighting Game
2015-02-01,Ultimate Marvel vs. Capcom 3,,11,3,170,Fighting Game
2015-02-01,FIFA 15,,31,28,221,Sports
2015-02-01,Tekken Tag Tournament 2,,4,2,174,Fighting Game
2015-02-01,Chess.com,,10,1,172,Strategy
2015-02-01,Super Smash Bros. Brawl,,15,2,113,Fighting Game
2015-02-01,CrossFire,,26,5,122,First-Person Shooter
2015-02-01,Quake Live,,16,3,116,First-Person Shooter
2015-02-01,Killer Instinct (2013),,6,2,208,Fighting Game
2015-02-01,Battlefield 4,,15,5,207,First-Person Shooter
2015-02-01,Dead or Alive 5: Last Round,820.0,3,1,231,Fighting Game
2015-02-01,Injustice: Gods Among Us,550.0,3,1,194,Fighting Game
2015-02-01,Soul Calibur V,500.0,3,1,175,Fighting Game
2015-02-01,BlazBlue: Chronophantasma,486.0,6,2,210,Fighting Game
2015-02-01,NHL 15,392.0,3,1,232,Sports
2015-02-01,S.K.I.L.L. - Special Force 2,337.0,10,1,200,First-Person Shooter
2015-02-01,Under Night In-Birth EXE: Late,240.0,3,1,220,Fighting Game
2015-02-01,Street Fighter III: 3rd Strike,239.0,3,1,12,Fighting Game
2015-02-01,Persona 4 Arena Ultimax,210.0,3,1,225,Fighting Game
2015-02-01,King of Fighters XIII,190.0,3,1,176,Fighting Game
2015-02-01,Mortal Kombat 9,190.0,3,1,156,Fighting Game
2015-03-01,Call of Duty: Advanced Warfare,,156,37,226,First-Person Shooter
2015-03-01,Counter-Strike: Global Offensive,,376,40,181,First-Person Shooter
2015-03-01,League of Legends,,371,32,145,Multiplayer Online Battle Arena
2015-03-01,World of Tanks,,65,3,171,Strategy
2015-03-01,StarCraft II,,142,65,136,Strategy
2015-03-01,Heroes of Newerth,,79,6,138,Multiplayer Online Battle Arena
2015-03-01,Hearthstone,,107,27,205,Collectible Card Game
2015-03-01,Dota 2,,153,14,166,Multiplayer Online Battle Arena
2015-03-01,Age of Empires II,,181,4,8,Strategy
2015-03-01,Halo 2 Anniversary,,32,1,219,First-Person Shooter
2015-03-01,Guild Wars 2,,21,11,227,Role-Playing Game
2015-03-01,Heroes of the Storm,,110,27,228,Multiplayer Online Battle Arena
2015-03-01,Ultra Street Fighter IV,,46,11,216,Fighting Game
2015-03-01,StarCraft: Brood War,,6,3,4,Strategy
2015-03-01,Super Smash Bros. Melee,,107,36,21,Fighting Game
2015-03-01,FIFA 15,,32,39,221,Sports
2015-03-01,Battlefield 4,,21,7,207,First-Person Shooter
2015-03-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-03-01,Super Smash Bros. for Wii U,,61,16,224,Fighting Game
2015-03-01,Point Blank,,14,1,155,First-Person Shooter
2015-03-01,CrossFire,,35,6,122,First-Person Shooter
2015-03-01,iRacing.com,,102,3,148,Racing
2015-03-01,Chess.com,,8,2,172,Strategy
2015-03-01,TrackMania 2: Stadium,,5,2,193,Racing
2015-03-01,Project M,,7,3,164,Fighting Game
2015-03-01,Quake Live,,18,5,116,First-Person Shooter
2015-03-01,Evolve,649.0,20,4,233,First-Person Shooter
2015-03-01,SMITE,497.0,20,4,199,Multiplayer Online Battle Arena
2015-03-01,S.K.I.L.L. - Special Force 2,270.0,10,1,200,First-Person Shooter
2015-03-01,Street Fighter X Tekken,100.0,3,1,178,Fighting Game
2015-03-01,BlazBlue: Chronophantasma,0.0,8,1,210,Fighting Game
2015-03-01,Dead or Alive 5: Last Round,0.0,8,1,231,Fighting Game
2015-03-01,Guilty Gear Xrd -SIGN-,0.0,15,2,230,Fighting Game
2015-03-01,Injustice: Gods Among Us,0.0,6,1,194,Fighting Game
2015-03-01,Killer Instinct (2013),0.0,8,1,208,Fighting Game
2015-03-01,King of Fighters XIII,0.0,8,1,176,Fighting Game
2015-03-01,Marvel vs. Capcom 2,0.0,4,1,9,Fighting Game
2015-03-01,Melty Blood: Actress Again,0.0,8,1,143,Fighting Game
2015-03-01,Persona 4 Arena Ultimax,0.0,8,1,225,Fighting Game
2015-03-01,Soul Calibur V,0.0,8,1,175,Fighting Game
2015-03-01,Tekken Tag Tournament 2,0.0,8,1,174,Fighting Game
2015-03-01,Ultimate Marvel vs. Capcom 3,0.0,25,2,170,Fighting Game
2015-03-01,Under Night In-Birth EXE: Late,0.0,8,1,220,Fighting Game
2015-04-01,League of Legends,,679,44,145,Multiplayer Online Battle Arena
2015-04-01,Counter-Strike: Global Offensive,,788,55,181,First-Person Shooter
2015-04-01,StarCraft II,,174,72,136,Strategy
2015-04-01,Dota 2,,235,30,166,Multiplayer Online Battle Arena
2015-04-01,World of Tanks,,60,2,171,Strategy
2015-04-01,CrossFire,,71,6,122,First-Person Shooter
2015-04-01,Hearthstone,,83,23,205,Collectible Card Game
2015-04-01,SMITE,,72,7,199,Multiplayer Online Battle Arena
2015-04-01,Call of Duty: Advanced Warfare,,132,24,226,First-Person Shooter
2015-04-01,Ultra Street Fighter IV,,45,11,216,Fighting Game
2015-04-01,Heroes of the Storm,,129,29,228,Multiplayer Online Battle Arena
2015-04-01,Battlefield 4,,40,6,207,First-Person Shooter
2015-04-01,Halo 2 Anniversary,,40,2,219,First-Person Shooter
2015-04-01,Super Smash Bros. Melee,,134,45,21,Fighting Game
2015-04-01,Team Fortress 2,,75,4,103,First-Person Shooter
2015-04-01,Point Blank,,40,4,155,First-Person Shooter
2015-04-01,FIFA Online 3,,8,1,213,Sports
2015-04-01,FIFA 15,,39,32,221,Sports
2015-04-01,Age of Empires II,,9,1,8,Strategy
2015-04-01,Mortal Kombat X,,13,4,234,Fighting Game
2015-04-01,ShootMania Storm,,14,3,190,First-Person Shooter
2015-04-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-04-01,World of WarCraft,,9,1,82,Role-Playing Game
2015-04-01,StarCraft: Brood War,,6,2,4,Strategy
2015-04-01,Super Smash Bros. for Wii U,,37,10,224,Fighting Game
2015-04-01,Heroes of Newerth,,35,3,138,Multiplayer Online Battle Arena
2015-04-01,Guild Wars 2,,0,6,227,Role-Playing Game
2015-04-01,TrackMania 2: Stadium,,17,5,193,Racing
2015-04-01,Call of Duty 4: Modern Warfare,,0,1,102,First-Person Shooter
2015-04-01,Wolfenstein: Enemy Territory,,18,1,57,First-Person Shooter
2015-04-01,Gears of War 3,,12,1,180,Third-Person Shooter
2015-04-01,NHL 15,,0,1,232,Sports
2015-04-01,Age of Empires,,16,1,5,Strategy
2015-04-01,Evolve,,31,5,233,First-Person Shooter
2015-04-01,Chess.com,,5,1,172,Strategy
2015-04-01,Quake Live,659.0,9,5,116,First-Person Shooter
2015-04-01,Age of Empires III,610.0,8,1,70,Strategy
2015-04-01,TrackMania 2: Canyon,541.0,3,1,161,Racing
2015-04-01,Trackmania 2: Valley,541.0,3,1,204,Racing
2015-04-01,Project M,320.0,23,6,164,Fighting Game
2015-04-01,WarCraft III,129.0,2,1,24,Strategy
2015-04-01,BlazBlue: Chronophantasma,0.0,13,2,210,Fighting Game
2015-04-01,Dead or Alive 5: Last Round,0.0,8,1,231,Fighting Game
2015-04-01,Guilty Gear Xrd -SIGN-,0.0,14,2,230,Fighting Game
2015-04-01,Guilty Gear XX Accent Core Plus R,0.0,8,1,211,Fighting Game
2015-04-01,Killer Instinct (2013),0.0,8,1,208,Fighting Game
2015-04-01,King of Fighters XIII,0.0,8,1,176,Fighting Game
2015-04-01,Marvel vs. Capcom 2,0.0,7,1,9,Fighting Game
2015-04-01,Persona 4 Arena Ultimax,0.0,8,1,225,Fighting Game
2015-04-01,Skullgirls Encore,0.0,8,1,214,Fighting Game
2015-04-01,Street Fighter III: 3rd Strike,0.0,4,1,12,Fighting Game
2015-04-01,Super Smash Bros.,0.0,8,1,92,Fighting Game
2015-04-01,Super Street Fighter II Turbo,0.0,4,1,13,Fighting Game
2015-04-01,Tekken Tag Tournament 2,0.0,8,1,174,Fighting Game
2015-04-01,Ultimate Marvel vs. Capcom 3,0.0,21,3,170,Fighting Game
2015-04-01,Under Night In-Birth EXE: Late,0.0,12,2,220,Fighting Game
2015-05-01,Dota 2,,317,29,166,Multiplayer Online Battle Arena
2015-05-01,League of Legends,,317,32,145,Multiplayer Online Battle Arena
2015-05-01,Counter-Strike: Global Offensive,,532,57,181,First-Person Shooter
2015-05-01,Call of Duty: Advanced Warfare,,205,43,226,First-Person Shooter
2015-05-01,Hearthstone,,103,26,205,Collectible Card Game
2015-05-01,Attack on Titan Tribute Game,,19,5,212,Fighting Game
2015-05-01,Magic: The Gathering Online,,16,1,130,Collectible Card Game
2015-05-01,StarCraft II,,171,67,136,Strategy
2015-05-01,Heroes of the Storm,,112,25,228,Multiplayer Online Battle Arena
2015-05-01,FIFA 15,,48,39,221,Sports
2015-05-01,Super Smash Bros. Melee,,110,47,21,Fighting Game
2015-05-01,Heroes of Newerth,,74,9,138,Multiplayer Online Battle Arena
2015-05-01,Ultra Street Fighter IV,,33,12,216,Fighting Game
2015-05-01,Super Smash Bros. for Wii U,,96,31,224,Fighting Game
2015-05-01,Evolve,,48,8,233,First-Person Shooter
2015-05-01,Mortal Kombat X,,19,6,234,Fighting Game
2015-05-01,Battlefield Hardline,,20,1,235,First-Person Shooter
2015-05-01,Killer Instinct (2013),,11,2,208,Fighting Game
2015-05-01,FIFA Online 3,,4,1,213,Sports
2015-05-01,Point Blank,,15,1,155,First-Person Shooter
2015-05-01,Skullgirls Encore,,11,2,214,Fighting Game
2015-05-01,Guilty Gear Xrd -SIGN-,,11,2,230,Fighting Game
2015-05-01,CrossFire,,30,6,122,First-Person Shooter
2015-05-01,Project M,,14,3,164,Fighting Game
2015-05-01,WarCraft III,,9,7,24,Strategy
2015-05-01,Ultimate Marvel vs. Capcom 3,,11,2,170,Fighting Game
2015-05-01,Battlefield 4,,15,6,207,First-Person Shooter
2015-05-01,Age of Empires II,,4,1,8,Strategy
2015-05-01,Chess.com,,6,1,172,Strategy
2015-05-01,Age of Empires,924.0,16,1,5,Strategy
2015-05-01,Divekick,700.0,3,1,197,Fighting Game
2015-05-01,Under Night In-Birth EXE: Late,640.0,8,1,220,Fighting Game
2015-05-01,King of Fighters XIII,629.0,6,2,176,Fighting Game
2015-05-01,Tekken Tag Tournament 2,590.0,3,1,174,Fighting Game
2015-05-01,Team Fortress 2,500.0,0,1,103,First-Person Shooter
2015-05-01,Legend of Glory,473.0,0,1,236,Multiplayer Online Battle Arena
2015-05-01,Persona 4 Arena Ultimax,380.0,3,1,225,Fighting Game
2015-05-01,Reflex,377.0,2,1,237,First-Person Shooter
2015-05-01,Injustice: Gods Among Us,320.0,3,1,194,Fighting Game
2015-05-01,S.K.I.L.L. - Special Force 2,275.0,10,1,200,First-Person Shooter
2015-05-01,Age of Mythology,250.0,1,1,31,Strategy
2015-05-01,Super Smash Bros.,210.0,6,3,92,Fighting Game
2015-05-01,Dead or Alive 5: Last Round,172.0,3,1,231,Fighting Game
2015-05-01,Ultimate Mortal Kombat 3,150.0,3,1,154,Fighting Game
2015-05-01,SMITE,134.0,5,1,199,Multiplayer Online Battle Arena
2015-05-01,Quake Live,100.0,2,1,116,First-Person Shooter
2015-05-01,StarCraft: Brood War,75.0,4,1,4,Strategy
2015-06-01,Dota 2,,258,22,166,Multiplayer Online Battle Arena
2015-06-01,Counter-Strike: Global Offensive,,563,55,181,First-Person Shooter
2015-06-01,StarCraft II,,187,55,136,Strategy
2015-06-01,Hearthstone,,106,29,205,Collectible Card Game
2015-06-01,Heroes of the Storm,,215,29,228,Multiplayer Online Battle Arena
2015-06-01,Call of Duty: Advanced Warfare,,298,47,226,First-Person Shooter
2015-06-01,SMITE,,59,3,199,Multiplayer Online Battle Arena
2015-06-01,Evolve,,39,6,233,First-Person Shooter
2015-06-01,League of Legends,,147,25,145,Multiplayer Online Battle Arena
2015-06-01,Heroes of Newerth,,56,6,138,Multiplayer Online Battle Arena
2015-06-01,Halo 2 Anniversary,,32,2,219,First-Person Shooter
2015-06-01,CrossFire,,34,7,122,First-Person Shooter
2015-06-01,Ultra Street Fighter IV,,27,12,216,Fighting Game
2015-06-01,Call of Duty Online,,0,1,238,First-Person Shooter
2015-06-01,Pro Evolution Soccer 2015,,3,1,239,Sports
2015-06-01,FIFA 15,,39,36,221,Sports
2015-06-01,Super Smash Bros. Melee,,95,38,21,Fighting Game
2015-06-01,Mortal Kombat X,,20,7,234,Fighting Game
2015-06-01,Super Smash Bros. for Wii U,,87,23,224,Fighting Game
2015-06-01,Killer Instinct (2013),,8,1,208,Fighting Game
2015-06-01,Point Blank,,9,2,155,First-Person Shooter
2015-06-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-06-01,Call of Duty: Black Ops 2,,4,1,187,First-Person Shooter
2015-06-01,Project M,,18,2,164,Fighting Game
2015-06-01,Chess.com,,15,2,172,Strategy
2015-06-01,Ultimate Marvel vs. Capcom 3,,11,2,170,Fighting Game
2015-06-01,Age of Empires,,22,2,5,Strategy
2015-06-01,TrackMania 2: Stadium,,17,2,193,Racing
2015-06-01,StarCraft: Brood War,,9,3,4,Strategy
2015-06-01,Guilty Gear Xrd -SIGN-,,10,2,230,Fighting Game
2015-06-01,Battlefield 4,,15,5,207,First-Person Shooter
2015-06-01,Super Smash Bros.,780.0,7,2,92,Fighting Game
2015-06-01,World of Tanks,746.0,12,2,171,Strategy
2015-06-01,Tekken Tag Tournament 2,610.0,3,1,174,Fighting Game
2015-06-01,S.K.I.L.L. - Special Force 2,557.0,16,2,200,First-Person Shooter
2015-06-01,Persona 4 Arena Ultimax,550.0,6,2,225,Fighting Game
2015-06-01,Divekick,410.0,3,1,197,Fighting Game
2015-06-01,WarCraft III,361.0,6,7,24,Strategy
2015-06-01,Quake Live,100.0,2,1,116,First-Person Shooter
2015-06-01,Age of Mythology,56.0,1,1,31,Strategy
2015-06-01,BlazBlue: Chronophantasma Extend,0.0,3,1,240,Fighting Game
2015-07-01,Counter-Strike: Global Offensive,,822,63,181,First-Person Shooter
2015-07-01,Dota 2,,264,18,166,Multiplayer Online Battle Arena
2015-07-01,League of Legends,,438,29,145,Multiplayer Online Battle Arena
2015-07-01,StarCraft II,,182,67,136,Strategy
2015-07-01,Heroes of the Storm,,278,36,228,Multiplayer Online Battle Arena
2015-07-01,SMITE,,46,5,199,Multiplayer Online Battle Arena
2015-07-01,Mortal Kombat X,,23,8,234,Fighting Game
2015-07-01,Hearthstone,,110,37,205,Collectible Card Game
2015-07-01,Halo 2 Anniversary,,32,1,219,First-Person Shooter
2015-07-01,Call of Duty: Advanced Warfare,,203,41,226,First-Person Shooter
