Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2018-06-01,Super Smash Bros. Brawl,200.0,3,1,113,Fighting Game
2018-06-01,Age of Mythology,145.0,5,2,31,Strategy
2018-07-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,337,15,313,Battle Royale
2018-07-01,Fortnite,,219,26,340,Battle Royale
2018-07-01,Arena of Valor,,118,3,279,Multiplayer Online Battle Arena
2018-07-01,Counter-Strike: Global Offensive,,750,62,181,First-Person Shooter
2018-07-01,Overwatch,,103,8,258,First-Person Shooter
2018-07-01,Call of Duty: WWII,,89,7,330,First-Person Shooter
2018-07-01,League of Legends,,408,16,145,Multiplayer Online Battle Arena
2018-07-01,Street Fighter V: Arcade Edition,,42,7,183,Fighting Game
2018-07-01,Hearthstone,,107,11,205,Collectible Card Game
2018-07-01,Halo 5: Guardians,,49,4,244,First-Person Shooter
2018-07-01,Gears of War 4,,58,1,284,Third-Person Shooter
2018-07-01,Pro Evolution Soccer 2018,,15,2,357,Sports
2018-07-01,Heroes of the Storm,,44,1,228,Multiplayer Online Battle Arena
2018-07-01,Mobile Legends: Bang Bang,,96,3,319,Multiplayer Online Battle Arena
2018-07-01,Dota 2,,148,10,166,Multiplayer Online Battle Arena
2018-07-01,SMITE,,75,3,199,Multiplayer Online Battle Arena
2018-07-01,NBA 2K18,,48,1,350,Sports
2018-07-01,Realm Royale,,31,5,358,First-Person Shooter
2018-07-01,StarCraft II,,101,30,136,Strategy
2018-07-01,Rocket League,,82,14,245,Sports
2018-07-01,Clash Royale,,24,2,267,Strategy
2018-07-01,CrossFire,,64,2,122,First-Person Shooter
2018-07-01,Rainbow Six Siege,,85,5,263,First-Person Shooter
2018-07-01,Paladins,,56,1,276,First-Person Shooter
2018-07-01,World of WarCraft,,31,1,82,Role-Playing Game
2018-07-01,Brawlhalla,,84,15,242,Fighting Game
2018-07-01,Guns of Boom,,0,4,359,First-Person Shooter
2018-07-01,Gwent,,8,1,305,Collectible Card Game
2018-07-01,Super Smash Bros. for Wii U,,77,19,224,Fighting Game
2018-07-01,Injustice 2,,13,2,306,Fighting Game
2018-07-01,Super Smash Bros. Melee,,70,14,21,Fighting Game
2018-07-01,Dragon Ball FighterZ,,13,4,343,Fighting Game
2018-07-01,Age of Empires,,37,7,5,Strategy
2018-07-01,Tekken 7,,27,7,241,Fighting Game
2018-07-01,Killer Instinct (2013),,8,1,208,Fighting Game
2018-07-01,Quake Champions,,36,20,308,First-Person Shooter
2018-07-01,StarCraft: Remastered,,12,4,320,Strategy
2018-07-01,Battalion 1944,,15,1,348,First-Person Shooter
2018-07-01,Age of Empires II,,18,7,8,Strategy
2018-07-01,Chess.com,,15,2,172,Strategy
2018-07-01,Battlefield 4,,30,1,207,First-Person Shooter
2018-07-01,Heroes of Newerth,,6,1,138,Multiplayer Online Battle Arena
2018-07-01,Project M,,23,4,164,Fighting Game
2018-07-01,Yu-Gi-Oh! Duel Links,,37,11,304,Collectible Card Game
2018-07-01,TrackMania 2: Stadium,,18,8,193,Racing
2018-07-01,osu!,,18,1,260,Music / Rhythm Game
2018-07-01,Guilty Gear Xrd REV 2,,8,1,307,Fighting Game
2018-07-01,Archangel Hellfire,,6,3,360,First-Person Shooter
2018-07-01,Marvel vs. Capcom: Infinite,930.0,8,1,321,Fighting Game
2018-07-01,Super Smash Bros.,735.0,8,1,92,Fighting Game
2018-07-01,FIFA 18,418.0,2,2,332,Sports
2018-07-01,ARMS,300.0,13,5,312,Fighting Game
2018-07-01,Age of Mythology,265.0,6,2,31,Strategy
2018-07-01,World of Tanks Blitz,0.0,0,1,331,Strategy
2018-08-01,Dota 2,,191,12,166,Multiplayer Online Battle Arena
2018-08-01,Fortnite,,432,28,340,Battle Royale
2018-08-01,Call of Duty: WWII,,128,1,330,First-Person Shooter
2018-08-01,Counter-Strike: Global Offensive,,1337,88,181,First-Person Shooter
2018-08-01,Arena of Valor,,126,3,279,Multiplayer Online Battle Arena
2018-08-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,272,11,313,Battle Royale
2018-08-01,NBA 2K18,,48,1,350,Sports
2018-08-01,Overwatch,,286,9,258,First-Person Shooter
2018-08-01,League of Legends,,342,18,145,Multiplayer Online Battle Arena
2018-08-01,FIFA 18,,25,4,332,Sports
2018-08-01,Rainbow Six Siege,,110,4,263,First-Person Shooter
2018-08-01,Heroes of the Storm,,201,6,228,Multiplayer Online Battle Arena
2018-08-01,Quake Champions,,64,14,308,First-Person Shooter
2018-08-01,StarCraft II,,102,32,136,Strategy
2018-08-01,Rocket League,,168,38,245,Sports
2018-08-01,Realm Royale,,26,4,358,First-Person Shooter
2018-08-01,Street Fighter V: Arcade Edition,,19,4,183,Fighting Game
2018-08-01,Identity V,,0,1,361,Strategy
2018-08-01,Hearthstone,,95,16,205,Collectible Card Game
2018-08-01,Pokémon VGC,,16,1,184,Strategy
2018-08-01,Super Smash Bros. for Wii U,,46,11,224,Fighting Game
2018-08-01,Super Smash Bros. Melee,,30,4,21,Fighting Game
2018-08-01,WarCraft III,,13,3,24,Strategy
2018-08-01,Point Blank,,20,2,155,First-Person Shooter
2018-08-01,Dragon Ball FighterZ,,9,2,343,Fighting Game
2018-08-01,Team Fortress 2,,105,5,103,First-Person Shooter
2018-08-01,Tekken 7,,24,5,241,Fighting Game
2018-08-01,Gears of War 4,,20,1,284,Third-Person Shooter
2018-08-01,Injustice 2,,10,2,306,Fighting Game
2018-08-01,BlazBlue: Cross Tag Battle,,11,2,344,Fighting Game
2018-08-01,Age of Empires,,18,3,5,Strategy
2018-08-01,CrossFire,,50,1,122,First-Person Shooter
2018-08-01,Age of Empires II,,32,7,8,Strategy
2018-08-01,Brawlhalla,,50,10,242,Fighting Game
2018-08-01,Guilty Gear Xrd REV 2,,8,1,307,Fighting Game
2018-08-01,Battalion 1944,,10,1,348,First-Person Shooter
2018-08-01,Super Smash Bros.,,26,3,92,Fighting Game
2018-08-01,Halo 5: Guardians,,8,2,244,First-Person Shooter
2018-08-01,Super Smash Bros. Brawl,,11,2,113,Fighting Game
2018-08-01,ARMS,,22,9,312,Fighting Game
2018-08-01,Archangel Hellfire,,6,3,360,First-Person Shooter
2018-08-01,Chess.com,,5,1,172,Strategy
2018-08-01,iRacing.com,,3,1,148,Racing
2018-08-01,Guns of Boom,,4,2,359,First-Person Shooter
2018-08-01,Under Night In-Birth EXE: Late[st],,3,1,317,Fighting Game
2018-08-01,Lichess,,5,1,337,Strategy
2018-08-01,StarCraft: Remastered,878.0,4,2,320,Strategy
2018-08-01,Pokkén Tournament DX,770.0,4,1,322,Fighting Game
2018-08-01,osu!,500.0,4,1,260,Music / Rhythm Game
2018-08-01,Quake Live,500.0,2,1,116,First-Person Shooter
2018-08-01,QuakeWorld,475.0,3,2,1,First-Person Shooter
2018-08-01,TrackMania 2: Stadium,457.0,8,2,193,Racing
2018-08-01,Age of Empires Online,448.0,6,1,165,Strategy
2018-08-01,Sailor Moon S,320.0,4,1,352,Fighting Game
2018-08-01,Street Fighter X Tekken,300.0,3,1,178,Fighting Game
2018-08-01,rFactor 2,100.0,1,1,222,Racing
2018-08-01,Clash Royale,0.0,3,1,267,Strategy
2018-09-01,Fortnite,,250,24,340,Battle Royale
2018-09-01,Counter-Strike: Global Offensive,,789,72,181,First-Person Shooter
2018-09-01,League of Legends,,761,20,145,Multiplayer Online Battle Arena
2018-09-01,Overwatch,,559,12,258,First-Person Shooter
2018-09-01,Heroes of the Storm,,149,6,228,Multiplayer Online Battle Arena
2018-09-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,340,10,313,Battle Royale
2018-09-01,Hearthstone,,249,12,205,Collectible Card Game
2018-09-01,StarCraft II,,155,54,136,Strategy
2018-09-01,Gears of War 4,,19,1,284,Third-Person Shooter
2018-09-01,Gwent,,13,2,305,Collectible Card Game
2018-09-01,Call of Duty: WWII,,8,2,330,First-Person Shooter
2018-09-01,Halo 5: Guardians,,32,3,244,First-Person Shooter
2018-09-01,Blade & Soul,,24,1,256,Role-Playing Game
2018-09-01,Street Fighter V: Arcade Edition,,38,9,183,Fighting Game
2018-09-01,World of WarCraft,,77,6,82,Role-Playing Game
2018-09-01,Point Blank,,35,2,155,First-Person Shooter
2018-09-01,Rainbow Six Siege,,169,9,263,First-Person Shooter
2018-09-01,StarCraft: Remastered,,29,5,320,Strategy
2018-09-01,Forza Motorsport 7,,12,1,355,Racing
2018-09-01,Onward,,21,1,362,First-Person Shooter
2018-09-01,Zula,,20,1,346,First-Person Shooter
2018-09-01,Battalion 1944,,15,1,348,First-Person Shooter
2018-09-01,Warface,,20,1,356,First-Person Shooter
2018-09-01,Echo Arena,,12,1,326,Sports
2018-09-01,Dota 2,,113,10,166,Multiplayer Online Battle Arena
2018-09-01,Rocket League,,161,33,245,Sports
2018-09-01,Old School Runescape,,4,1,265,Role-Playing Game
2018-09-01,FIFA Online 4,,16,1,363,Sports
2018-09-01,Brawlhalla,,62,13,242,Fighting Game
2018-09-01,Arena of Valor,,61,4,279,Multiplayer Online Battle Arena
2018-09-01,Tekken 7,,18,6,241,Fighting Game
2018-09-01,SMITE,,16,1,199,Multiplayer Online Battle Arena
2018-09-01,Super Smash Bros. Melee,,32,6,21,Fighting Game
2018-09-01,iRacing.com,,18,2,148,Racing
2018-09-01,WarCraft III,,25,7,24,Strategy
2018-09-01,Super Smash Bros. for Wii U,,55,14,224,Fighting Game
2018-09-01,Dragon Ball FighterZ,,21,4,343,Fighting Game
2018-09-01,Quake Champions,,59,23,308,First-Person Shooter
2018-09-01,Sprint Vector,,8,1,364,Racing
2018-09-01,Paladins,,63,3,276,First-Person Shooter
2018-09-01,Gran Turismo Sport,,10,1,365,Racing
2018-09-01,Attack on Titan Tribute Game,,8,1,212,Fighting Game
2018-09-01,Injustice 2,,8,1,306,Fighting Game
2018-09-01,Mobile Legends: Bang Bang,,47,1,319,Multiplayer Online Battle Arena
2018-09-01,The Unspoken,,4,1,334,Fighting Game
2018-09-01,Age of Empires II,,28,9,8,Strategy
2018-09-01,Battlefield 4,,20,1,207,First-Person Shooter
2018-09-01,Company of Heroes 2,,8,1,311,Strategy
2018-09-01,TrackMania 2: Stadium,,11,3,193,Racing
2018-09-01,BlazBlue: Cross Tag Battle,,8,1,344,Fighting Game
2018-09-01,Under Night In-Birth EXE: Late[st],,11,2,317,Fighting Game
2018-09-01,Guilty Gear Xrd REV 2,,11,2,307,Fighting Game
2018-09-01,BlazBlue: Central Fiction,,11,2,286,Fighting Game
2018-09-01,Lichess,,5,1,337,Strategy
2018-09-01,Chess.com,,5,1,172,Strategy
2018-09-01,Fighting EX Layer,970.0,6,2,366,Fighting Game
2018-09-01,Soul Calibur VI,810.0,3,1,367,Fighting Game
2018-09-01,Guns of Boom,700.0,4,1,359,First-Person Shooter
2018-09-01,Marvel vs. Capcom: Infinite,680.0,6,2,321,Fighting Game
2018-09-01,Koihime Enbu,590.0,3,1,291,Fighting Game
2018-09-01,Skullgirls 2nd Encore,570.0,3,1,288,Fighting Game
2018-09-01,ARMS,563.0,16,7,312,Fighting Game
2018-09-01,Melty Blood: Actress Again Current Code,500.0,3,1,289,Fighting Game
2018-09-01,Guilty Gear XX Accent Core Plus R,440.0,3,1,211,Fighting Game
2018-09-01,SNK Heroines: Tag Team Frenzy,430.0,3,1,368,Fighting Game
2018-09-01,Sailor Moon S,400.0,3,1,352,Fighting Game
2018-09-01,Project M,372.0,12,4,164,Fighting Game
2018-09-01,Windjammers,320.0,3,1,328,Strategy
2018-09-01,Age of Mythology,315.0,7,2,31,Strategy
2018-09-01,Street Fighter Alpha 2,300.0,3,1,10,Fighting Game
2018-09-01,Street Fighter Alpha 3,300.0,3,1,11,Fighting Game
2018-09-01,Super Smash Bros.,278.0,6,2,92,Fighting Game
2018-09-01,Vampire Savior,250.0,3,1,273,Fighting Game
2018-09-01,Dead or Alive 5: Last Round,240.0,3,1,231,Fighting Game
2018-09-01,TrackMania Nations Forever,235.0,3,1,112,Racing
2018-09-01,Pokkén Tournament DX,230.0,3,1,322,Fighting Game
2018-09-01,Catherine,210.0,3,1,290,Puzzle Game
2018-09-01,Super Street Fighter II Turbo,210.0,3,1,13,Fighting Game
2018-09-01,Street Fighter X Tekken,200.0,3,1,178,Fighting Game
2018-09-01,King of Fighters XIV,170.0,3,1,281,Fighting Game
2018-09-01,Arcana Heart 3: Love Max Six Stars!!!!!,160.0,3,1,339,Fighting Game
2018-09-01,Street Fighter III: 3rd Strike,160.0,3,1,12,Fighting Game
2018-09-01,Age of Empires III,50.0,1,1,70,Strategy
2018-09-01,Call of Duty: Black Ops 4,0.0,0,1,369,First-Person Shooter
2018-09-01,Pro Evolution Soccer 2018,0.0,6,1,357,Sports
2018-10-01,Fortnite,,713,37,340,Battle Royale
2018-10-01,Counter-Strike: Global Offensive,,1043,78,181,First-Person Shooter
2018-10-01,Dota 2,,465,33,166,Multiplayer Online Battle Arena
2018-10-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,401,14,313,Battle Royale
2018-10-01,Rocket League,,311,36,245,Sports
2018-10-01,Hearthstone,,100,10,205,Collectible Card Game
2018-10-01,CrossFire,,71,2,122,First-Person Shooter
2018-10-01,CrossFire Mobile,,57,1,283,First-Person Shooter
2018-10-01,Heroes of the Storm,,40,1,228,Multiplayer Online Battle Arena
2018-10-01,Clash Royale,,58,3,267,Strategy
2018-10-01,Arena of Valor,,112,3,279,Multiplayer Online Battle Arena
2018-10-01,Call of Duty: Blackout,,23,3,370,First-Person Shooter
2018-10-01,Rainbow Six Siege,,197,11,263,First-Person Shooter
2018-10-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,60,4,371,Battle Royale
2018-10-01,League of Legends,,318,15,145,Multiplayer Online Battle Arena
2018-10-01,Forza Motorsport 7,,24,1,355,Racing
2018-10-01,Mobile Legends: Bang Bang,,59,1,319,Multiplayer Online Battle Arena
2018-10-01,StarCraft: Remastered,,40,4,320,Strategy
2018-10-01,iRacing.com,,44,5,148,Racing
2018-10-01,Street Fighter V: Arcade Edition,,32,6,183,Fighting Game
2018-10-01,Quake Champions,,24,8,308,First-Person Shooter
2018-10-01,FIFA 19,,26,5,372,Sports
2018-10-01,Overwatch,,248,9,258,First-Person Shooter
2018-10-01,Summoners War: Sky Arena,,2,1,329,Strategy
2018-10-01,StarCraft II,,112,48,136,Strategy
2018-10-01,Attack on Titan Tribute Game,,24,1,212,Fighting Game
2018-10-01,Tekken 7,,21,6,241,Fighting Game
2018-10-01,Gwent,,8,1,305,Collectible Card Game
2018-10-01,Paladins,,79,4,276,First-Person Shooter
2018-10-01,World of WarCraft,,24,2,82,Role-Playing Game
2018-10-01,Super Smash Bros. Melee,,43,7,21,Fighting Game
2018-10-01,Project Cars 2,,6,1,347,Racing
2018-10-01,Brawlhalla,,78,14,242,Fighting Game
2018-10-01,Assetto Corsa,,8,1,373,Racing
2018-10-01,Dragon Ball FighterZ,,14,3,343,Fighting Game
2018-10-01,World of Tanks Blitz,,0,1,331,Strategy
2018-10-01,Heroes of Newerth,,5,1,138,Multiplayer Online Battle Arena
2018-10-01,Call of Duty: Black Ops 4,,40,6,369,First-Person Shooter
2018-10-01,Halo 5: Guardians,,19,4,244,First-Person Shooter
2018-10-01,WarCraft III,,18,3,24,Strategy
2018-10-01,Age of Empires II,,37,7,8,Strategy
2018-10-01,King of Fighters XIV,,2,1,281,Fighting Game
2018-10-01,TrackMania 2: Stadium,,17,4,193,Racing
2018-10-01,Super Smash Bros. for Wii U,,40,14,224,Fighting Game
2018-10-01,rFactor 2,,29,1,222,Racing
2018-10-01,FIFA Online 4,,4,1,363,Sports
2018-10-01,Call of Duty: WWII,,12,1,330,First-Person Shooter
2018-10-01,NHL 19,,1,1,374,Sports
2018-10-01,Archangel Hellfire,,8,2,360,First-Person Shooter
2018-10-01,osu!,,18,1,260,Music / Rhythm Game
2018-10-01,Age of Empires III,,4,1,70,Strategy
2018-10-01,Tetris,,2,1,144,Puzzle Game
2018-10-01,Chess.com,,13,1,172,Strategy
2018-10-01,Injustice 2,,7,2,306,Fighting Game
2018-10-01,Lichess,,7,2,337,Strategy
2018-10-01,Guns of Boom,,4,3,359,First-Person Shooter
2018-10-01,Soul Calibur VI,,3,1,367,Fighting Game
2018-10-01,Super Smash Bros.,,15,2,92,Fighting Game
2018-10-01,Black Squad,,26,4,375,First-Person Shooter
2018-10-01,Sailor Moon S,763.0,3,1,352,Fighting Game
2018-10-01,BlazBlue: Cross Tag Battle,560.0,3,1,344,Fighting Game
2018-10-01,Guilty Gear Xrd REV 2,550.0,3,1,307,Fighting Game
2018-10-01,Super Street Fighter II Turbo,250.0,3,1,13,Fighting Game
2018-10-01,Street Fighter Alpha 2,230.0,3,1,10,Fighting Game
2018-10-01,Street Fighter III: 3rd Strike,200.0,3,1,12,Fighting Game
2018-10-01,Marvel vs. Capcom: Infinite,190.0,3,1,321,Fighting Game
2018-10-01,Fighting EX Layer,180.0,3,1,366,Fighting Game
2018-10-01,Street Fighter EX2 Plus,160.0,3,1,376,Fighting Game
2018-10-01,Capcom vs. SNK 2,150.0,3,1,23,Fighting Game
2018-10-01,ARMS,130.0,5,2,312,Fighting Game
2018-10-01,Vampire Savior,110.0,3,1,273,Fighting Game
2018-10-01,Artifact Classic,100.0,2,1,377,Collectible Card Game
2018-11-01,League of Legends,,367,16,145,Multiplayer Online Battle Arena
2018-11-01,Counter-Strike: Global Offensive,,999,168,181,First-Person Shooter
2018-11-01,Dota 2,,291,16,166,Multiplayer Online Battle Arena
2018-11-01,Heroes of the Storm,,60,2,228,Multiplayer Online Battle Arena
2018-11-01,SMITE,,50,2,199,Multiplayer Online Battle Arena
2018-11-01,StarCraft II,,74,33,136,Strategy
2018-11-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,311,17,313,Battle Royale
2018-11-01,Rocket League,,227,46,245,Sports
2018-11-01,Hearthstone,,220,9,205,Collectible Card Game
2018-11-01,Arena of Valor,,210,5,279,Multiplayer Online Battle Arena
2018-11-01,Halo 5: Guardians,,48,3,244,First-Person Shooter
2018-11-01,Paladins,,41,1,276,First-Person Shooter
2018-11-01,World of WarCraft,,48,1,82,Role-Playing Game
2018-11-01,FIFA Online 4,,36,1,363,Sports
2018-11-01,Clash Royale,,39,2,267,Strategy
2018-11-01,Rainbow Six Siege,,180,10,263,First-Person Shooter
2018-11-01,F1 2018,,21,1,378,Racing
2018-11-01,Fortnite,,153,23,340,Battle Royale
2018-11-01,Overwatch,,119,2,258,First-Person Shooter
2018-11-01,Attack on Titan Tribute Game,,33,4,212,Fighting Game
2018-11-01,Point Blank,,49,2,155,First-Person Shooter
2018-11-01,Brawlhalla,,62,9,242,Fighting Game
2018-11-01,Mobile Legends: Bang Bang,,57,1,319,Multiplayer Online Battle Arena
2018-11-01,Gears of War 4,,5,1,284,Third-Person Shooter
2018-11-01,Guns of Boom,,4,1,359,First-Person Shooter
2018-11-01,Injustice 2,,16,1,306,Fighting Game
2018-11-01,Super Smash Bros. Melee,,31,5,21,Fighting Game
2018-11-01,Street Fighter V: Arcade Edition,,38,6,183,Fighting Game
2018-11-01,CrossFire,,70,2,122,First-Person Shooter
2018-11-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,12,1,371,Battle Royale
2018-11-01,Old School Runescape,,8,1,265,Role-Playing Game
2018-11-01,Call of Duty: Black Ops 4,,74,14,369,First-Person Shooter
2018-11-01,FIFA 19,,13,5,372,Sports
2018-11-01,Super Smash Bros. for Wii U,,62,26,224,Fighting Game
2018-11-01,Call of Duty: Blackout,,6,1,370,First-Person Shooter
2018-11-01,Age of Empires II,,39,6,8,Strategy
2018-11-01,CrossFire Mobile,,17,1,283,First-Person Shooter
2018-11-01,Quake Champions,,42,13,308,First-Person Shooter
2018-11-01,Artifact Classic,,11,2,377,Collectible Card Game
2018-11-01,Tekken 7,,15,4,241,Fighting Game
2018-11-01,StarCraft: Brood War,,16,1,4,Strategy
2018-11-01,Dragon Ball FighterZ,,12,2,343,Fighting Game
2018-11-01,Forza Motorsport 7,,5,1,355,Racing
2018-11-01,Soul Calibur VI,,11,2,367,Fighting Game
2018-11-01,WarCraft III,,13,4,24,Strategy
2018-11-01,BlazBlue: Cross Tag Battle,,10,2,344,Fighting Game
2018-11-01,iRacing.com,,5,1,148,Racing
2018-11-01,Black Squad,,28,5,375,First-Person Shooter
2018-11-01,Under Night In-Birth EXE: Late[st],,8,1,317,Fighting Game
2018-11-01,Chess.com,,7,1,172,Strategy
2018-11-01,rFactor 2,,9,2,222,Racing
2018-11-01,Team Fortress 2,,21,1,103,First-Person Shooter
2018-11-01,Melty Blood: Actress Again Current Code,580.0,8,1,289,Fighting Game
2018-11-01,QuakeWorld,567.0,4,1,1,First-Person Shooter
2018-11-01,Age of Empires Online,500.0,5,1,165,Strategy
2018-11-01,Super Smash Bros. Brawl,465.0,5,3,113,Fighting Game
2018-11-01,TrackMania 2: Stadium,398.0,8,3,193,Racing
2018-11-01,ARMS,300.0,7,3,312,Fighting Game
2018-11-01,Dengeki Bunko: Fighting Climax Ignition,300.0,8,1,275,Fighting Game
2018-11-01,Age of Mythology,290.0,11,2,31,Strategy
2018-11-01,StarCraft: Remastered,205.0,4,1,320,Strategy
2018-11-01,osu!,100.0,3,1,260,Music / Rhythm Game
2018-12-01,Counter-Strike: Global Offensive,,1545,172,181,First-Person Shooter
2018-12-01,Arena of Valor,,180,3,279,Multiplayer Online Battle Arena
2018-12-01,Shadowverse,,24,1,335,Collectible Card Game
2018-12-01,Fortnite,,311,18,340,Battle Royale
2018-12-01,CrossFire,,24,2,122,First-Person Shooter
2018-12-01,Dota 2,,333,25,166,Multiplayer Online Battle Arena
2018-12-01,PLAYERUNKNOWN’S BATTLEGROUNDS,,352,17,313,Battle Royale
2018-12-01,StarCraft II,,127,47,136,Strategy
2018-12-01,FIFA 19,,110,9,372,Sports
2018-12-01,Street Fighter V: Arcade Edition,,59,6,183,Fighting Game
2018-12-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,,80,1,371,Battle Royale
2018-12-01,League of Legends,,344,17,145,Multiplayer Online Battle Arena
2018-12-01,Rocket League,,214,37,245,Sports
2018-12-01,Call of Duty: Black Ops 4,,94,16,369,First-Person Shooter
2018-12-01,Quake Champions,,55,16,308,First-Person Shooter
2018-12-01,Hearthstone,,78,13,205,Collectible Card Game
2018-12-01,Madden NFL 19,,16,1,379,Sports
2018-12-01,Rainbow Six Siege,,150,7,263,First-Person Shooter
2018-12-01,Creative Destruction,,8,1,380,Multiplayer Online Battle Arena
2018-12-01,StarCraft: Remastered,,43,7,320,Strategy
2018-12-01,Super Smash Bros. Ultimate,,271,63,381,Fighting Game
2018-12-01,Chess.com,,23,2,172,Strategy
2018-12-01,Tekken 7,,42,7,241,Fighting Game
2018-12-01,Attack on Titan Tribute Game,,32,1,212,Fighting Game
2018-12-01,World of Tanks,,30,1,171,Strategy
2018-12-01,Artifact Classic,,83,28,377,Collectible Card Game
2018-12-01,iRacing.com,,18,3,148,Racing
2018-12-01,Old School Runescape,,4,1,265,Role-Playing Game
2018-12-01,FIFA Online 4,,12,2,363,Sports
2018-12-01,Mobile Legends: Bang Bang,,44,1,319,Multiplayer Online Battle Arena
2018-12-01,WarCraft III,,26,4,24,Strategy
2018-12-01,Brawlhalla,,52,11,242,Fighting Game
2018-12-01,Team Fortress 2,,81,5,103,First-Person Shooter
2018-12-01,Call of Duty: Blackout,,12,2,370,First-Person Shooter
2018-12-01,Super Smash Bros. Melee,,69,12,21,Fighting Game
2018-12-01,Dragon Ball FighterZ,,22,5,343,Fighting Game
2018-12-01,Magic: The Gathering Arena,,16,1,382,Collectible Card Game
2018-12-01,Clash Royale,,20,2,267,Strategy
2018-12-01,Age of Empires II,,40,9,8,Strategy
2018-12-01,osu!,,41,2,260,Music / Rhythm Game
2018-12-01,Minecraft,,10,3,383,Multiplayer Online Battle Arena
2018-12-01,Soul Calibur VI,,7,2,367,Fighting Game
2018-12-01,Age of Empires,,22,2,5,Strategy
2018-12-01,Black Squad,,27,6,375,First-Person Shooter
2018-12-01,Overwatch,,27,1,258,First-Person Shooter
2018-12-01,Lichess,,8,2,337,Strategy
2018-12-01,BlazBlue: Cross Tag Battle,983.0,7,2,344,Fighting Game
2018-12-01,Super Smash Bros.,980.0,8,2,92,Fighting Game
